,region,region name,year,symbol,label,unit,value,confidence
700,BE3,Région Wallonne,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,71.25558441558441,filled (a)
701,BE3,Région Wallonne,2015,Q_AL,quantity applied on arable land,Gg N,47.44461500022996,Estimated
702,BE3,Région Wallonne,2015,Q_PG,quantity applied on permanent grassland,Gg N,23.728461090883073,Estimated
703,BE3,Région Wallonne,2015,Q_PC,quantity applied on permanent crops,Gg N,0.08250832447137592,Estimated
704,BE3,Région Wallonne,2016,Q,total quantity of synthetic N fertilizer applied,Gg N,76.26272077922079,filled (a)
705,BE3,Région Wallonne,2016,Q_AL,quantity applied on arable land,Gg N,50.940694992359994,Estimated
706,BE3,Région Wallonne,2016,Q_PG,quantity applied on permanent grassland,Gg N,25.235049436495796,Estimated
707,BE3,Région Wallonne,2016,Q_PC,quantity applied on permanent crops,Gg N,0.08697635036499317,Estimated
708,BE3,Région Wallonne,2017,Q,total quantity of synthetic N fertilizer applied,Gg N,73.86699350649351,filled (a)
709,BE3,Région Wallonne,2017,Q_AL,quantity applied on arable land,Gg N,49.35516976659206,Estimated
710,BE3,Région Wallonne,2017,Q_PG,quantity applied on permanent grassland,Gg N,24.426482656955073,Estimated
711,BE3,Région Wallonne,2017,Q_PC,quantity applied on permanent crops,Gg N,0.08534108294638143,Estimated
712,BE3,Région Wallonne,2018,Q,total quantity of synthetic N fertilizer applied,Gg N,71.04606493506493,filled (a)
713,BE3,Région Wallonne,2018,Q_AL,quantity applied on arable land,Gg N,47.323662985288614,Estimated
714,BE3,Région Wallonne,2018,Q_PG,quantity applied on permanent grassland,Gg N,23.6426018136498,Estimated
715,BE3,Région Wallonne,2018,Q_PC,quantity applied on permanent crops,Gg N,0.07980013612651789,Estimated
716,BE3,Région Wallonne,2019,Q,total quantity of synthetic N fertilizer applied,Gg N,72.69330519480519,filled (a)
717,BE3,Région Wallonne,2019,Q_AL,quantity applied on arable land,Gg N,48.511505464240486,Estimated
718,BE3,Région Wallonne,2019,Q_PG,quantity applied on permanent grassland,Gg N,24.10056481133235,Estimated
719,BE3,Région Wallonne,2019,Q_PC,quantity applied on permanent crops,Gg N,0.08123491923236019,Estimated
720,BG,Bulgaria,1990,Q,total quantity of synthetic N fertilizer applied,Gg N,452.9,filled (b)
721,BG,Bulgaria,1990,Q_AL,quantity applied on arable land,Gg N,434.98808902204877,Estimated
722,BG,Bulgaria,1990,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
723,BG,Bulgaria,1990,Q_PC,quantity applied on permanent crops,Gg N,17.91191097795123,Estimated
724,BG,Bulgaria,1991,Q,total quantity of synthetic N fertilizer applied,Gg N,377.268,filled (b)
725,BG,Bulgaria,1991,Q_AL,quantity applied on arable land,Gg N,362.14083062912033,Estimated
726,BG,Bulgaria,1991,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
727,BG,Bulgaria,1991,Q_PC,quantity applied on permanent crops,Gg N,15.127169370879615,Estimated
728,BG,Bulgaria,1992,Q,total quantity of synthetic N fertilizer applied,Gg N,189.175,filled (b)
729,BG,Bulgaria,1992,Q_AL,quantity applied on arable land,Gg N,182.2458208627841,Estimated
730,BG,Bulgaria,1992,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
731,BG,Bulgaria,1992,Q_PC,quantity applied on permanent crops,Gg N,6.9291791372159155,Estimated
732,BG,Bulgaria,1993,Q,total quantity of synthetic N fertilizer applied,Gg N,166.139,filled (b)
733,BG,Bulgaria,1993,Q_AL,quantity applied on arable land,Gg N,160.62385640361657,Estimated
734,BG,Bulgaria,1993,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
735,BG,Bulgaria,1993,Q_PC,quantity applied on permanent crops,Gg N,5.515143596383446,Estimated
736,BG,Bulgaria,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,207.7,filled (b)
737,BG,Bulgaria,1994,Q_AL,quantity applied on arable land,Gg N,201.0988939319288,Estimated
738,BG,Bulgaria,1994,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
739,BG,Bulgaria,1994,Q_PC,quantity applied on permanent crops,Gg N,6.601106068071186,Estimated
740,BG,Bulgaria,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,112.0,filled (b)
741,BG,Bulgaria,1995,Q_AL,quantity applied on arable land,Gg N,108.7258280845054,Estimated
742,BG,Bulgaria,1995,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
743,BG,Bulgaria,1995,Q_PC,quantity applied on permanent crops,Gg N,3.2741719154946036,Estimated
744,BG,Bulgaria,1996,Q,total quantity of synthetic N fertilizer applied,Gg N,152.0,filled (b)
745,BG,Bulgaria,1996,Q_AL,quantity applied on arable land,Gg N,146.86660599043836,Estimated
746,BG,Bulgaria,1996,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
747,BG,Bulgaria,1996,Q_PC,quantity applied on permanent crops,Gg N,5.133394009561639,Estimated
748,BG,Bulgaria,1997,Q,total quantity of synthetic N fertilizer applied,Gg N,157.8,filled (b)
749,BG,Bulgaria,1997,Q_AL,quantity applied on arable land,Gg N,152.8036723586645,Estimated
750,BG,Bulgaria,1997,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
751,BG,Bulgaria,1997,Q_PC,quantity applied on permanent crops,Gg N,4.996327641335499,Estimated
752,BG,Bulgaria,1998,Q,total quantity of synthetic N fertilizer applied,Gg N,135.0,filled (b)
753,BG,Bulgaria,1998,Q_AL,quantity applied on arable land,Gg N,130.7253651873823,Estimated
754,BG,Bulgaria,1998,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
755,BG,Bulgaria,1998,Q_PC,quantity applied on permanent crops,Gg N,4.274634812617695,Estimated
756,BG,Bulgaria,1999,Q,total quantity of synthetic N fertilizer applied,Gg N,110.594,filled (b)
757,BG,Bulgaria,1999,Q_AL,quantity applied on arable land,Gg N,106.9623715689728,Estimated
758,BG,Bulgaria,1999,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
759,BG,Bulgaria,1999,Q_PC,quantity applied on permanent crops,Gg N,3.6316284310271976,Estimated
760,BG,Bulgaria,2000,Q,total quantity of synthetic N fertilizer applied,Gg N,144.928,unprocessed
761,BG,Bulgaria,2000,Q_AL,quantity applied on arable land,Gg N,139.2657238466053,Estimated
762,BG,Bulgaria,2000,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
763,BG,Bulgaria,2000,Q_PC,quantity applied on permanent crops,Gg N,5.662276153394682,Estimated
764,BG,Bulgaria,2001,Q,total quantity of synthetic N fertilizer applied,Gg N,167.962,unprocessed
765,BG,Bulgaria,2001,Q_AL,quantity applied on arable land,Gg N,161.43424282390637,Estimated
766,BG,Bulgaria,2001,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
767,BG,Bulgaria,2001,Q_PC,quantity applied on permanent crops,Gg N,6.527757176093624,Estimated
768,BG,Bulgaria,2002,Q,total quantity of synthetic N fertilizer applied,Gg N,155.411,unprocessed
769,BG,Bulgaria,2002,Q_AL,quantity applied on arable land,Gg N,149.41755290989002,Estimated
770,BG,Bulgaria,2002,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
771,BG,Bulgaria,2002,Q_PC,quantity applied on permanent crops,Gg N,5.99344709010997,Estimated
772,BG,Bulgaria,2003,Q,total quantity of synthetic N fertilizer applied,Gg N,140.93,unprocessed
773,BG,Bulgaria,2003,Q_AL,quantity applied on arable land,Gg N,134.56759507002366,Estimated
774,BG,Bulgaria,2003,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
775,BG,Bulgaria,2003,Q_PC,quantity applied on permanent crops,Gg N,6.362404929976355,Estimated
776,BG,Bulgaria,2004,Q,total quantity of synthetic N fertilizer applied,Gg N,164.958,unprocessed
777,BG,Bulgaria,2004,Q_AL,quantity applied on arable land,Gg N,157.97193818917467,Estimated
778,BG,Bulgaria,2004,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
779,BG,Bulgaria,2004,Q_PC,quantity applied on permanent crops,Gg N,6.986061810825347,Estimated
780,BG,Bulgaria,2005,Q,total quantity of synthetic N fertilizer applied,Gg N,159.506,unprocessed
781,BG,Bulgaria,2005,Q_AL,quantity applied on arable land,Gg N,152.25683850969398,Estimated
782,BG,Bulgaria,2005,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
783,BG,Bulgaria,2005,Q_PC,quantity applied on permanent crops,Gg N,7.2491614903060295,Estimated
784,BG,Bulgaria,2006,Q,total quantity of synthetic N fertilizer applied,Gg N,152.766,unprocessed
785,BG,Bulgaria,2006,Q_AL,quantity applied on arable land,Gg N,145.25458423683267,Estimated
786,BG,Bulgaria,2006,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
787,BG,Bulgaria,2006,Q_PC,quantity applied on permanent crops,Gg N,7.511415763167308,Estimated
788,BG,Bulgaria,2007,Q,total quantity of synthetic N fertilizer applied,Gg N,177.936,unprocessed
789,BG,Bulgaria,2007,Q_AL,quantity applied on arable land,Gg N,170.1029416873566,Estimated
790,BG,Bulgaria,2007,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
791,BG,Bulgaria,2007,Q_PC,quantity applied on permanent crops,Gg N,7.833058312643392,Estimated
792,BG,Bulgaria,2008,Q,total quantity of synthetic N fertilizer applied,Gg N,173.917,unprocessed
793,BG,Bulgaria,2008,Q_AL,quantity applied on arable land,Gg N,167.2199838399992,Estimated
794,BG,Bulgaria,2008,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
795,BG,Bulgaria,2008,Q_PC,quantity applied on permanent crops,Gg N,6.6970161600007945,Estimated
796,BG,Bulgaria,2009,Q,total quantity of synthetic N fertilizer applied,Gg N,177.553,unprocessed
797,BG,Bulgaria,2009,Q_AL,quantity applied on arable land,Gg N,171.36596360661332,Estimated
798,BG,Bulgaria,2009,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
799,BG,Bulgaria,2009,Q_PC,quantity applied on permanent crops,Gg N,6.1870363933866885,Estimated
800,BG,Bulgaria,2010,Q,total quantity of synthetic N fertilizer applied,Gg N,199.083,unprocessed
801,BG,Bulgaria,2010,Q_AL,quantity applied on arable land,Gg N,194.61649026873968,Estimated
802,BG,Bulgaria,2010,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
803,BG,Bulgaria,2010,Q_PC,quantity applied on permanent crops,Gg N,4.466509731260311,Estimated
804,BG,Bulgaria,2011,Q,total quantity of synthetic N fertilizer applied,Gg N,192.357,unprocessed
805,BG,Bulgaria,2011,Q_AL,quantity applied on arable land,Gg N,188.3500484716682,Estimated
806,BG,Bulgaria,2011,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
807,BG,Bulgaria,2011,Q_PC,quantity applied on permanent crops,Gg N,4.006951528331792,Estimated
808,BG,Bulgaria,2012,Q,total quantity of synthetic N fertilizer applied,Gg N,235.386,unprocessed
809,BG,Bulgaria,2012,Q_AL,quantity applied on arable land,Gg N,230.10159692395015,Estimated
810,BG,Bulgaria,2012,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
811,BG,Bulgaria,2012,Q_PC,quantity applied on permanent crops,Gg N,5.284403076049836,Estimated
812,BG,Bulgaria,2013,Q,total quantity of synthetic N fertilizer applied,Gg N,258.856,unprocessed
813,BG,Bulgaria,2013,Q_AL,quantity applied on arable land,Gg N,254.07896316641347,Estimated
814,BG,Bulgaria,2013,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
815,BG,Bulgaria,2013,Q_PC,quantity applied on permanent crops,Gg N,4.777036833586534,Estimated
816,BG,Bulgaria,2014,Q,total quantity of synthetic N fertilizer applied,Gg N,322.004,unprocessed
817,BG,Bulgaria,2014,Q_AL,quantity applied on arable land,Gg N,317.44213190189794,Estimated
818,BG,Bulgaria,2014,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
819,BG,Bulgaria,2014,Q_PC,quantity applied on permanent crops,Gg N,4.561868098102063,Estimated
820,BG,Bulgaria,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,341.608,unprocessed
821,BG,Bulgaria,2015,Q_AL,quantity applied on arable land,Gg N,336.41635497509856,Estimated
822,BG,Bulgaria,2015,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
823,BG,Bulgaria,2015,Q_PC,quantity applied on permanent crops,Gg N,5.1916450249014465,Estimated
824,BG,Bulgaria,2016,Q,total quantity of synthetic N fertilizer applied,Gg N,365.913,unprocessed
825,BG,Bulgaria,2016,Q_AL,quantity applied on arable land,Gg N,360.43386422082233,Estimated
826,BG,Bulgaria,2016,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
827,BG,Bulgaria,2016,Q_PC,quantity applied on permanent crops,Gg N,5.4791357791776845,Estimated
828,BG,Bulgaria,2017,Q,total quantity of synthetic N fertilizer applied,Gg N,351.12,unprocessed
829,BG,Bulgaria,2017,Q_AL,quantity applied on arable land,Gg N,346.0594941890535,Estimated
830,BG,Bulgaria,2017,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
831,BG,Bulgaria,2017,Q_PC,quantity applied on permanent crops,Gg N,5.060505810946479,Estimated
832,BG,Bulgaria,2018,Q,total quantity of synthetic N fertilizer applied,Gg N,339.329,unprocessed
833,BG,Bulgaria,2018,Q_AL,quantity applied on arable land,Gg N,334.2275932158056,Estimated
834,BG,Bulgaria,2018,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
835,BG,Bulgaria,2018,Q_PC,quantity applied on permanent crops,Gg N,5.101406784194416,Estimated
836,BG,Bulgaria,2019,Q,total quantity of synthetic N fertilizer applied,Gg N,352.486,unprocessed
837,BG,Bulgaria,2019,Q_AL,quantity applied on arable land,Gg N,347.30468466748056,Estimated
838,BG,Bulgaria,2019,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
839,BG,Bulgaria,2019,Q_PC,quantity applied on permanent crops,Gg N,5.181315332519413,Estimated
840,CH,Schweiz,1990,Q,total quantity of synthetic N fertilizer applied,Gg N,63.4,filled (b)
841,CH,Schweiz,1990,Q_AL,quantity applied on arable land,Gg N,54.80024476187845,Estimated
842,CH,Schweiz,1990,Q_PG,quantity applied on permanent grassland,Gg N,6.111198354916623,Estimated
843,CH,Schweiz,1990,Q_PC,quantity applied on permanent crops,Gg N,2.4885568832049225,Estimated
844,CH,Schweiz,1991,Q,total quantity of synthetic N fertilizer applied,Gg N,63.0,filled (b)
845,CH,Schweiz,1991,Q_AL,quantity applied on arable land,Gg N,54.45450189271834,Estimated
846,CH,Schweiz,1991,Q_PG,quantity applied on permanent grassland,Gg N,6.072641898418726,Estimated
847,CH,Schweiz,1991,Q_PC,quantity applied on permanent crops,Gg N,2.472856208862936,Estimated
848,CH,Schweiz,1992,Q,total quantity of synthetic N fertilizer applied,Gg N,64.0,filled (b)
849,CH,Schweiz,1992,Q_AL,quantity applied on arable land,Gg N,55.31885906561863,Estimated
850,CH,Schweiz,1992,Q_PG,quantity applied on permanent grassland,Gg N,6.169033039663468,Estimated
851,CH,Schweiz,1992,Q_PC,quantity applied on permanent crops,Gg N,2.512107894717903,Estimated
852,CH,Schweiz,1993,Q,total quantity of synthetic N fertilizer applied,Gg N,63.0,filled (b)
853,CH,Schweiz,1993,Q_AL,quantity applied on arable land,Gg N,54.45450189271834,Estimated
854,CH,Schweiz,1993,Q_PG,quantity applied on permanent grassland,Gg N,6.072641898418726,Estimated
855,CH,Schweiz,1993,Q_PC,quantity applied on permanent crops,Gg N,2.472856208862936,Estimated
856,CH,Schweiz,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,63.0,filled (b)
857,CH,Schweiz,1994,Q_AL,quantity applied on arable land,Gg N,54.45450189271834,Estimated
858,CH,Schweiz,1994,Q_PG,quantity applied on permanent grassland,Gg N,6.072641898418726,Estimated
859,CH,Schweiz,1994,Q_PC,quantity applied on permanent crops,Gg N,2.472856208862936,Estimated
860,CH,Schweiz,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,65.0,filled (b)
861,CH,Schweiz,1995,Q_AL,quantity applied on arable land,Gg N,56.183216238518916,Estimated
862,CH,Schweiz,1995,Q_PG,quantity applied on permanent grassland,Gg N,6.26542418090821,Estimated
863,CH,Schweiz,1995,Q_PC,quantity applied on permanent crops,Gg N,2.5513595805728704,Estimated
864,CH,Schweiz,1996,Q,total quantity of synthetic N fertilizer applied,Gg N,62.0,filled (b)
865,CH,Schweiz,1996,Q_AL,quantity applied on arable land,Gg N,53.59014471981804,Estimated
866,CH,Schweiz,1996,Q_PG,quantity applied on permanent grassland,Gg N,5.976250757173984,Estimated
867,CH,Schweiz,1996,Q_PC,quantity applied on permanent crops,Gg N,2.433604523007969,Estimated
868,CH,Schweiz,1997,Q,total quantity of synthetic N fertilizer applied,Gg N,60.0,filled (b)
869,CH,Schweiz,1997,Q_AL,quantity applied on arable land,Gg N,51.861430374017466,Estimated
870,CH,Schweiz,1997,Q_PG,quantity applied on permanent grassland,Gg N,5.783468474684501,Estimated
871,CH,Schweiz,1997,Q_PC,quantity applied on permanent crops,Gg N,2.3551011512980344,Estimated
872,CH,Schweiz,1998,Q,total quantity of synthetic N fertilizer applied,Gg N,59.0,filled (b)
873,CH,Schweiz,1998,Q_AL,quantity applied on arable land,Gg N,50.997073201117175,Estimated
874,CH,Schweiz,1998,Q_PG,quantity applied on permanent grassland,Gg N,5.68707733343976,Estimated
875,CH,Schweiz,1998,Q_PC,quantity applied on permanent crops,Gg N,2.315849465443067,Estimated
876,CH,Schweiz,1999,Q,total quantity of synthetic N fertilizer applied,Gg N,53.0,filled (b)
877,CH,Schweiz,1999,Q_AL,quantity applied on arable land,Gg N,45.810930163715426,Estimated
878,CH,Schweiz,1999,Q_PG,quantity applied on permanent grassland,Gg N,5.108730485971309,Estimated
879,CH,Schweiz,1999,Q_PC,quantity applied on permanent crops,Gg N,2.0803393503132637,Estimated
880,CH,Schweiz,2000,Q,total quantity of synthetic N fertilizer applied,Gg N,53.0,unprocessed
881,CH,Schweiz,2000,Q_AL,quantity applied on arable land,Gg N,45.810930163715426,Estimated
882,CH,Schweiz,2000,Q_PG,quantity applied on permanent grassland,Gg N,5.108730485971309,Estimated
883,CH,Schweiz,2000,Q_PC,quantity applied on permanent crops,Gg N,2.0803393503132637,Estimated
884,CH,Schweiz,2001,Q,total quantity of synthetic N fertilizer applied,Gg N,57.1,unprocessed
885,CH,Schweiz,2001,Q_AL,quantity applied on arable land,Gg N,49.35479457260662,Estimated
886,CH,Schweiz,2001,Q_PG,quantity applied on permanent grassland,Gg N,5.50393416507475,Estimated
887,CH,Schweiz,2001,Q_PC,quantity applied on permanent crops,Gg N,2.2412712623186293,Estimated
888,CH,Schweiz,2002,Q,total quantity of synthetic N fertilizer applied,Gg N,55.7,unprocessed
889,CH,Schweiz,2002,Q_AL,quantity applied on arable land,Gg N,48.14469453054621,Estimated
890,CH,Schweiz,2002,Q_PG,quantity applied on permanent grassland,Gg N,5.368986567332112,Estimated
891,CH,Schweiz,2002,Q_PC,quantity applied on permanent crops,Gg N,2.186318902121675,Estimated
892,CH,Schweiz,2003,Q,total quantity of synthetic N fertilizer applied,Gg N,53.2,unprocessed
893,CH,Schweiz,2003,Q_AL,quantity applied on arable land,Gg N,45.983801598295486,Estimated
894,CH,Schweiz,2003,Q_PG,quantity applied on permanent grassland,Gg N,5.1280087142202575,Estimated
895,CH,Schweiz,2003,Q_PC,quantity applied on permanent crops,Gg N,2.088189687484257,Estimated
896,CH,Schweiz,2004,Q,total quantity of synthetic N fertilizer applied,Gg N,53.6,unprocessed
897,CH,Schweiz,2004,Q_AL,quantity applied on arable land,Gg N,46.329544467455605,Estimated
898,CH,Schweiz,2004,Q_PG,quantity applied on permanent grassland,Gg N,5.166565170718155,Estimated
899,CH,Schweiz,2004,Q_PC,quantity applied on permanent crops,Gg N,2.103890361826244,Estimated
900,CH,Schweiz,2005,Q,total quantity of synthetic N fertilizer applied,Gg N,52.4,unprocessed
901,CH,Schweiz,2005,Q_AL,quantity applied on arable land,Gg N,45.292315859975254,Estimated
902,CH,Schweiz,2005,Q_PG,quantity applied on permanent grassland,Gg N,5.050895801224464,Estimated
903,CH,Schweiz,2005,Q_PC,quantity applied on permanent crops,Gg N,2.056788338800283,Estimated
904,CH,Schweiz,2006,Q,total quantity of synthetic N fertilizer applied,Gg N,51.4,unprocessed
905,CH,Schweiz,2006,Q_AL,quantity applied on arable land,Gg N,44.427958687074955,Estimated
906,CH,Schweiz,2006,Q_PG,quantity applied on permanent grassland,Gg N,4.9545046599797224,Estimated
907,CH,Schweiz,2006,Q_PC,quantity applied on permanent crops,Gg N,2.017536652945316,Estimated
908,CH,Schweiz,2007,Q,total quantity of synthetic N fertilizer applied,Gg N,53.9,unprocessed
909,CH,Schweiz,2007,Q_AL,quantity applied on arable land,Gg N,46.58297390040206,Estimated
910,CH,Schweiz,2007,Q_PG,quantity applied on permanent grassland,Gg N,5.1977657729954485,Estimated
911,CH,Schweiz,2007,Q_PC,quantity applied on permanent crops,Gg N,2.119260326602496,Estimated
912,CH,Schweiz,2008,Q,total quantity of synthetic N fertilizer applied,Gg N,50.8,unprocessed
913,CH,Schweiz,2008,Q_AL,quantity applied on arable land,Gg N,43.84503823327445,Estimated
914,CH,Schweiz,2008,Q_PG,quantity applied on permanent grassland,Gg N,4.921441481926954,Estimated
915,CH,Schweiz,2008,Q_PC,quantity applied on permanent crops,Gg N,2.0335202847985934,Estimated
916,CH,Schweiz,2009,Q,total quantity of synthetic N fertilizer applied,Gg N,47.9,unprocessed
917,CH,Schweiz,2009,Q_AL,quantity applied on arable land,Gg N,41.26677065863829,Estimated
918,CH,Schweiz,2009,Q_PG,quantity applied on permanent grassland,Gg N,4.668904894961472,Estimated
919,CH,Schweiz,2009,Q_PC,quantity applied on permanent crops,Gg N,1.96432444640023,Estimated
920,CH,Schweiz,2010,Q,total quantity of synthetic N fertilizer applied,Gg N,55.5,unprocessed
921,CH,Schweiz,2010,Q_AL,quantity applied on arable land,Gg N,47.76940045826193,Estimated
922,CH,Schweiz,2010,Q_PG,quantity applied on permanent grassland,Gg N,5.426343290740939,Estimated
923,CH,Schweiz,2010,Q_PC,quantity applied on permanent crops,Gg N,2.304256250997138,Estimated
924,CH,Schweiz,2011,Q,total quantity of synthetic N fertilizer applied,Gg N,48.9,unprocessed
925,CH,Schweiz,2011,Q_AL,quantity applied on arable land,Gg N,42.089509712188686,Estimated
926,CH,Schweiz,2011,Q_PG,quantity applied on permanent grassland,Gg N,4.780755515845765,Estimated
927,CH,Schweiz,2011,Q_PC,quantity applied on permanent crops,Gg N,2.0297347719655505,Estimated
928,CH,Schweiz,2012,Q,total quantity of synthetic N fertilizer applied,Gg N,47.2,unprocessed
929,CH,Schweiz,2012,Q_AL,quantity applied on arable land,Gg N,40.63691586034205,Estimated
930,CH,Schweiz,2012,Q_PG,quantity applied on permanent grassland,Gg N,4.610624667371721,Estimated
931,CH,Schweiz,2012,Q_PC,quantity applied on permanent crops,Gg N,1.9524594722862263,Estimated
932,CH,Schweiz,2013,Q,total quantity of synthetic N fertilizer applied,Gg N,45.7,unprocessed
933,CH,Schweiz,2013,Q_AL,quantity applied on arable land,Gg N,39.37542877440476,Estimated
934,CH,Schweiz,2013,Q_PG,quantity applied on permanent grassland,Gg N,4.452973747414747,Estimated
935,CH,Schweiz,2013,Q_PC,quantity applied on permanent crops,Gg N,1.8715974781805005,Estimated
936,CH,Schweiz,2014,Q,total quantity of synthetic N fertilizer applied,Gg N,51.6,unprocessed
937,CH,Schweiz,2014,Q_AL,quantity applied on arable land,Gg N,44.449551525775284,Estimated
938,CH,Schweiz,2014,Q_PG,quantity applied on permanent grassland,Gg N,5.031354929886442,Estimated
939,CH,Schweiz,2014,Q_PC,quantity applied on permanent crops,Gg N,2.119093544338274,Estimated
940,CH,Schweiz,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,45.8,unprocessed
941,CH,Schweiz,2015,Q_AL,quantity applied on arable land,Gg N,39.13251104638541,Estimated
942,CH,Schweiz,2015,Q_PG,quantity applied on permanent grassland,Gg N,4.461180054433323,Estimated
943,CH,Schweiz,2015,Q_PC,quantity applied on permanent crops,Gg N,2.206308899181264,Estimated
944,CH,Schweiz,2016,Q,total quantity of synthetic N fertilizer applied,Gg N,48.5,unprocessed
945,CH,Schweiz,2016,Q_AL,quantity applied on arable land,Gg N,41.43830580712462,Estimated
946,CH,Schweiz,2016,Q_PG,quantity applied on permanent grassland,Gg N,4.717265194518092,Estimated
947,CH,Schweiz,2016,Q_PC,quantity applied on permanent crops,Gg N,2.344428998357286,Estimated
948,CH,Schweiz,2017,Q,total quantity of synthetic N fertilizer applied,Gg N,51.6,unprocessed
949,CH,Schweiz,2017,Q_AL,quantity applied on arable land,Gg N,44.117553819389684,Estimated
950,CH,Schweiz,2017,Q_PG,quantity applied on permanent grassland,Gg N,5.024460216163145,Estimated
951,CH,Schweiz,2017,Q_PC,quantity applied on permanent crops,Gg N,2.457985964447176,Estimated
952,CH,Schweiz,2018,Q,total quantity of synthetic N fertilizer applied,Gg N,47.9,unprocessed
953,CH,Schweiz,2018,Q_AL,quantity applied on arable land,Gg N,40.94397226551674,Estimated
954,CH,Schweiz,2018,Q_PG,quantity applied on permanent grassland,Gg N,4.662627363237872,Estimated
955,CH,Schweiz,2018,Q_PC,quantity applied on permanent crops,Gg N,2.293400371245382,Estimated
956,CH,Schweiz,2019,Q,total quantity of synthetic N fertilizer applied,Gg N,42.0,unprocessed
957,CH,Schweiz,2019,Q_AL,quantity applied on arable land,Gg N,35.88967994933502,Estimated
958,CH,Schweiz,2019,Q_PG,quantity applied on permanent grassland,Gg N,4.094719216254718,Estimated
959,CH,Schweiz,2019,Q_PC,quantity applied on permanent crops,Gg N,2.015600834410267,Estimated
960,CY,Cyprus,1990,Q,total quantity of synthetic N fertilizer applied,Gg N,,
961,CY,Cyprus,1990,Q_AL,quantity applied on arable land,Gg N,,Estimated
962,CY,Cyprus,1990,Q_PG,quantity applied on permanent grassland,Gg N,,Estimated
963,CY,Cyprus,1990,Q_PC,quantity applied on permanent crops,Gg N,,Estimated
964,CY,Cyprus,1991,Q,total quantity of synthetic N fertilizer applied,Gg N,,
965,CY,Cyprus,1991,Q_AL,quantity applied on arable land,Gg N,,Estimated
966,CY,Cyprus,1991,Q_PG,quantity applied on permanent grassland,Gg N,,Estimated
967,CY,Cyprus,1991,Q_PC,quantity applied on permanent crops,Gg N,,Estimated
968,CY,Cyprus,1992,Q,total quantity of synthetic N fertilizer applied,Gg N,,
969,CY,Cyprus,1992,Q_AL,quantity applied on arable land,Gg N,,Estimated
970,CY,Cyprus,1992,Q_PG,quantity applied on permanent grassland,Gg N,,Estimated
971,CY,Cyprus,1992,Q_PC,quantity applied on permanent crops,Gg N,,Estimated
972,CY,Cyprus,1993,Q,total quantity of synthetic N fertilizer applied,Gg N,,
973,CY,Cyprus,1993,Q_AL,quantity applied on arable land,Gg N,,Estimated
974,CY,Cyprus,1993,Q_PG,quantity applied on permanent grassland,Gg N,,Estimated
975,CY,Cyprus,1993,Q_PC,quantity applied on permanent crops,Gg N,,Estimated
976,CY,Cyprus,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,,
977,CY,Cyprus,1994,Q_AL,quantity applied on arable land,Gg N,,Estimated
978,CY,Cyprus,1994,Q_PG,quantity applied on permanent grassland,Gg N,,Estimated
979,CY,Cyprus,1994,Q_PC,quantity applied on permanent crops,Gg N,,Estimated
980,CY,Cyprus,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,,
981,CY,Cyprus,1995,Q_AL,quantity applied on arable land,Gg N,,Estimated
