,region,region name,crop,year,symbol,label,unit,value,confidence
12717,CZ,Czeckia,Olives,1999,A,harvested area,Mha,0.0,filled (d)
12718,CZ,Czeckia,Olives,1999,H,harvested quantity,Gg N,0.0,filled (d)
12719,CZ,Czeckia,Olives,1999,Y,yield,kg N / ha,0.0,calculated
12720,CZ,Czeckia,Olives,2000,A,harvested area,Mha,0.0,unprocessed
12721,CZ,Czeckia,Olives,2000,H,harvested quantity,Gg N,0.0,unprocessed
12722,CZ,Czeckia,Olives,2000,Y,yield,kg N / ha,0.0,calculated
12723,CZ,Czeckia,Olives,2001,A,harvested area,Mha,0.0,unprocessed
12724,CZ,Czeckia,Olives,2001,H,harvested quantity,Gg N,0.0,unprocessed
12725,CZ,Czeckia,Olives,2001,Y,yield,kg N / ha,0.0,calculated
12726,CZ,Czeckia,Olives,2002,A,harvested area,Mha,0.0,unprocessed
12727,CZ,Czeckia,Olives,2002,H,harvested quantity,Gg N,0.0,unprocessed
12728,CZ,Czeckia,Olives,2002,Y,yield,kg N / ha,0.0,calculated
12729,CZ,Czeckia,Olives,2003,A,harvested area,Mha,0.0,unprocessed
12730,CZ,Czeckia,Olives,2003,H,harvested quantity,Gg N,0.0,unprocessed
12731,CZ,Czeckia,Olives,2003,Y,yield,kg N / ha,0.0,calculated
12732,CZ,Czeckia,Olives,2004,A,harvested area,Mha,0.0,unprocessed
12733,CZ,Czeckia,Olives,2004,H,harvested quantity,Gg N,0.0,unprocessed
12734,CZ,Czeckia,Olives,2004,Y,yield,kg N / ha,0.0,calculated
12735,CZ,Czeckia,Olives,2005,A,harvested area,Mha,0.0,unprocessed
12736,CZ,Czeckia,Olives,2005,H,harvested quantity,Gg N,0.0,unprocessed
12737,CZ,Czeckia,Olives,2005,Y,yield,kg N / ha,0.0,calculated
12738,CZ,Czeckia,Olives,2006,A,harvested area,Mha,0.0,unprocessed
12739,CZ,Czeckia,Olives,2006,H,harvested quantity,Gg N,0.0,unprocessed
12740,CZ,Czeckia,Olives,2006,Y,yield,kg N / ha,0.0,calculated
12741,CZ,Czeckia,Olives,2007,A,harvested area,Mha,0.0,unprocessed
12742,CZ,Czeckia,Olives,2007,H,harvested quantity,Gg N,0.0,unprocessed
12743,CZ,Czeckia,Olives,2007,Y,yield,kg N / ha,0.0,calculated
12744,CZ,Czeckia,Olives,2008,A,harvested area,Mha,0.0,unprocessed
12745,CZ,Czeckia,Olives,2008,H,harvested quantity,Gg N,0.0,unprocessed
12746,CZ,Czeckia,Olives,2008,Y,yield,kg N / ha,0.0,calculated
12747,CZ,Czeckia,Olives,2009,A,harvested area,Mha,0.0,unprocessed
12748,CZ,Czeckia,Olives,2009,H,harvested quantity,Gg N,0.0,unprocessed
12749,CZ,Czeckia,Olives,2009,Y,yield,kg N / ha,0.0,calculated
12750,CZ,Czeckia,Olives,2010,A,harvested area,Mha,0.0,unprocessed
12751,CZ,Czeckia,Olives,2010,H,harvested quantity,Gg N,0.0,unprocessed
12752,CZ,Czeckia,Olives,2010,Y,yield,kg N / ha,0.0,calculated
12753,CZ,Czeckia,Olives,2011,A,harvested area,Mha,0.0,unprocessed
12754,CZ,Czeckia,Olives,2011,H,harvested quantity,Gg N,0.0,unprocessed
12755,CZ,Czeckia,Olives,2011,Y,yield,kg N / ha,0.0,calculated
12756,CZ,Czeckia,Olives,2012,A,harvested area,Mha,0.0,unprocessed
12757,CZ,Czeckia,Olives,2012,H,harvested quantity,Gg N,0.0,unprocessed
12758,CZ,Czeckia,Olives,2012,Y,yield,kg N / ha,0.0,calculated
12759,CZ,Czeckia,Olives,2013,A,harvested area,Mha,0.0,unprocessed
12760,CZ,Czeckia,Olives,2013,H,harvested quantity,Gg N,0.0,unprocessed
12761,CZ,Czeckia,Olives,2013,Y,yield,kg N / ha,0.0,calculated
12762,CZ,Czeckia,Olives,2014,A,harvested area,Mha,0.0,unprocessed
12763,CZ,Czeckia,Olives,2014,H,harvested quantity,Gg N,0.0,unprocessed
12764,CZ,Czeckia,Olives,2014,Y,yield,kg N / ha,0.0,calculated
12765,CZ,Czeckia,Olives,2015,A,harvested area,Mha,0.0,unprocessed
12766,CZ,Czeckia,Olives,2015,H,harvested quantity,Gg N,0.0,unprocessed
12767,CZ,Czeckia,Olives,2015,Y,yield,kg N / ha,0.0,calculated
12768,CZ,Czeckia,Olives,2016,A,harvested area,Mha,0.0,unprocessed
12769,CZ,Czeckia,Olives,2016,H,harvested quantity,Gg N,0.0,unprocessed
12770,CZ,Czeckia,Olives,2016,Y,yield,kg N / ha,0.0,calculated
12771,CZ,Czeckia,Olives,2017,A,harvested area,Mha,0.0,unprocessed
12772,CZ,Czeckia,Olives,2017,H,harvested quantity,Gg N,0.0,unprocessed
12773,CZ,Czeckia,Olives,2017,Y,yield,kg N / ha,0.0,calculated
12774,CZ,Czeckia,Olives,2018,A,harvested area,Mha,0.0,unprocessed
12775,CZ,Czeckia,Olives,2018,H,harvested quantity,Gg N,0.0,unprocessed
12776,CZ,Czeckia,Olives,2018,Y,yield,kg N / ha,0.0,calculated
12777,CZ,Czeckia,Olives,2019,A,harvested area,Mha,0.0,unprocessed
12778,CZ,Czeckia,Olives,2019,H,harvested quantity,Gg N,0.0,unprocessed
12779,CZ,Czeckia,Olives,2019,Y,yield,kg N / ha,0.0,calculated
12780,CZ,Czeckia,Other cereals,1990,A,harvested area,Mha,0.164675,interpolated
12781,CZ,Czeckia,Other cereals,1990,H,harvested quantity,Gg N,11.45747424,interpolated
12782,CZ,Czeckia,Other cereals,1990,Y,yield,kg N / ha,69.57628201001974,calculated
12783,CZ,Czeckia,Other cereals,1991,A,harvested area,Mha,0.164675,interpolated
12784,CZ,Czeckia,Other cereals,1991,H,harvested quantity,Gg N,11.45747424,interpolated
12785,CZ,Czeckia,Other cereals,1991,Y,yield,kg N / ha,69.57628201001974,calculated
12786,CZ,Czeckia,Other cereals,1992,A,harvested area,Mha,0.164675,interpolated
12787,CZ,Czeckia,Other cereals,1992,H,harvested quantity,Gg N,11.45747424,interpolated
12788,CZ,Czeckia,Other cereals,1992,Y,yield,kg N / ha,69.57628201001974,calculated
12789,CZ,Czeckia,Other cereals,1993,A,harvested area,Mha,0.164675,filled (d)
12790,CZ,Czeckia,Other cereals,1993,H,harvested quantity,Gg N,11.45747424,filled (d)
12791,CZ,Czeckia,Other cereals,1993,Y,yield,kg N / ha,69.57628201001974,calculated
12792,CZ,Czeckia,Other cereals,1994,A,harvested area,Mha,0.183407,filled (d)
12793,CZ,Czeckia,Other cereals,1994,H,harvested quantity,Gg N,10.68716416,filled (d)
12794,CZ,Czeckia,Other cereals,1994,Y,yield,kg N / ha,58.27020866161052,calculated
12795,CZ,Czeckia,Other cereals,1995,A,harvested area,Mha,0.169135,filled (d)
12796,CZ,Czeckia,Other cereals,1995,H,harvested quantity,Gg N,10.094170559999998,filled (d)
12797,CZ,Czeckia,Other cereals,1995,Y,yield,kg N / ha,59.681145593756455,calculated
12798,CZ,Czeckia,Other cereals,1996,A,harvested area,Mha,0.157302,filled (d)
12799,CZ,Czeckia,Other cereals,1996,H,harvested quantity,Gg N,9.45776128,filled (d)
12800,CZ,Czeckia,Other cereals,1996,Y,yield,kg N / ha,60.12486351095345,calculated
12801,CZ,Czeckia,Other cereals,1997,A,harvested area,Mha,0.180517,filled (d)
12802,CZ,Czeckia,Other cereals,1997,H,harvested quantity,Gg N,11.11096016,filled (d)
12803,CZ,Czeckia,Other cereals,1997,Y,yield,kg N / ha,61.550768958048266,calculated
12804,CZ,Czeckia,Other cereals,1998,A,harvested area,Mha,0.160883,filled (d)
12805,CZ,Czeckia,Other cereals,1998,H,harvested quantity,Gg N,10.12028352,filled (d)
12806,CZ,Czeckia,Other cereals,1998,Y,yield,kg N / ha,62.9046171441358,calculated
12807,CZ,Czeckia,Other cereals,1999,A,harvested area,Mha,0.147339,filled (d)
12808,CZ,Czeckia,Other cereals,1999,H,harvested quantity,Gg N,9.63425888,filled (d)
12809,CZ,Czeckia,Other cereals,1999,Y,yield,kg N / ha,65.38838243777955,calculated
12810,CZ,Czeckia,Other cereals,2000,A,harvested area,Mha,0.1405723371616082,filled (c)
12811,CZ,Czeckia,Other cereals,2000,H,harvested quantity,Gg N,9.3795168483501,filled (c)
12812,CZ,Czeckia,Other cereals,2000,Y,yield,kg N / ha,66.72377394968537,calculated
12813,CZ,Czeckia,Other cereals,2001,A,harvested area,Mha,0.1461421034454473,filled (c)
12814,CZ,Czeckia,Other cereals,2001,H,harvested quantity,Gg N,10.316085430186291,filled (c)
12815,CZ,Czeckia,Other cereals,2001,Y,yield,kg N / ha,70.58941391272046,calculated
12816,CZ,Czeckia,Other cereals,2002,A,harvested area,Mha,0.1574118697292865,filled (c)
12817,CZ,Czeckia,Other cereals,2002,H,harvested quantity,Gg N,10.79177934535048,filled (c)
12818,CZ,Czeckia,Other cereals,2002,Y,yield,kg N / ha,68.55759584019901,calculated
12819,CZ,Czeckia,Other cereals,2003,A,harvested area,Mha,0.1788016360131257,filled (c)
12820,CZ,Czeckia,Other cereals,2003,H,harvested quantity,Gg N,12.94696659379167,filled (c)
12821,CZ,Czeckia,Other cereals,2003,Y,yield,kg N / ha,72.40966516011767,calculated
12822,CZ,Czeckia,Other cereals,2004,A,harvested area,Mha,0.1900614022969649,filled (c)
12823,CZ,Czeckia,Other cereals,2004,H,harvested quantity,Gg N,17.91196184232386,filled (c)
12824,CZ,Czeckia,Other cereals,2004,Y,yield,kg N / ha,94.24302686316598,calculated
12825,CZ,Czeckia,Other cereals,2005,A,harvested area,Mha,0.1743211685808041,filled (c)
12826,CZ,Czeckia,Other cereals,2005,H,harvested quantity,Gg N,12.80597575748405,filled (c)
12827,CZ,Czeckia,Other cereals,2005,Y,yield,kg N / ha,73.46196598921962,calculated
12828,CZ,Czeckia,Other cereals,2006,A,harvested area,Mha,0.1351909348646433,filled (c)
12829,CZ,Czeckia,Other cereals,2006,H,harvested quantity,Gg N,8.489227005974241,filled (c)
12830,CZ,Czeckia,Other cereals,2006,Y,yield,kg N / ha,62.79435092651647,calculated
12831,CZ,Czeckia,Other cereals,2007,A,harvested area,Mha,0.1611607011484824,filled (c)
12832,CZ,Czeckia,Other cereals,2007,H,harvested quantity,Gg N,11.886763054453027,filled (c)
12833,CZ,Czeckia,Other cereals,2007,Y,yield,kg N / ha,73.75720612869125,calculated
12834,CZ,Czeckia,Other cereals,2008,A,harvested area,Mha,0.1627304674323216,filled (c)
12835,CZ,Czeckia,Other cereals,2008,H,harvested quantity,Gg N,13.18966976962992,filled (c)
12836,CZ,Czeckia,Other cereals,2008,Y,yield,kg N / ha,81.05224533393174,calculated
12837,CZ,Czeckia,Other cereals,2009,A,harvested area,Mha,0.1530002337161608,filled (c)
12838,CZ,Czeckia,Other cereals,2009,H,harvested quantity,Gg N,12.30359408479081,filled (c)
12839,CZ,Czeckia,Other cereals,2009,Y,yield,kg N / ha,80.41552477374569,calculated
12840,CZ,Czeckia,Other cereals,2010,A,harvested area,Mha,0.13706,unprocessed
12841,CZ,Czeckia,Other cereals,2010,H,harvested quantity,Gg N,9.3817589333077,unprocessed
12842,CZ,Czeckia,Other cereals,2010,Y,yield,kg N / ha,68.45001410555741,calculated
12843,CZ,Czeckia,Other cereals,2011,A,harvested area,Mha,0.12257,unprocessed
12844,CZ,Czeckia,Other cereals,2011,H,harvested quantity,Gg N,10.6811594666397,unprocessed
12845,CZ,Czeckia,Other cereals,2011,Y,yield,kg N / ha,87.1433423075769,calculated
12846,CZ,Czeckia,Other cereals,2012,A,harvested area,Mha,0.1373899999999999,unprocessed
12847,CZ,Czeckia,Other cereals,2012,H,harvested quantity,Gg N,11.4487114666232,unprocessed
12848,CZ,Czeckia,Other cereals,2012,Y,yield,kg N / ha,83.33002013700566,calculated
12849,CZ,Czeckia,Other cereals,2013,A,harvested area,Mha,0.1378599999999999,unprocessed
12850,CZ,Czeckia,Other cereals,2013,H,harvested quantity,Gg N,11.2675023999736,unprocessed
12851,CZ,Czeckia,Other cereals,2013,Y,yield,kg N / ha,81.73148411412743,calculated
12852,CZ,Czeckia,Other cereals,2014,A,harvested area,Mha,0.12441,unprocessed
12853,CZ,Czeckia,Other cereals,2014,H,harvested quantity,Gg N,11.3512047999818,unprocessed
12854,CZ,Czeckia,Other cereals,2014,Y,yield,kg N / ha,91.24029258083594,calculated
12855,CZ,Czeckia,Other cereals,2015,A,harvested area,Mha,0.11409,unprocessed
12856,CZ,Czeckia,Other cereals,2015,H,harvested quantity,Gg N,10.2016895999767,unprocessed
12857,CZ,Czeckia,Other cereals,2015,Y,yield,kg N / ha,89.41791217439477,calculated
12858,CZ,Czeckia,Other cereals,2016,A,harvested area,Mha,0.10718,unprocessed
12859,CZ,Czeckia,Other cereals,2016,H,harvested quantity,Gg N,9.6140138666409,unprocessed
12860,CZ,Czeckia,Other cereals,2016,Y,yield,kg N / ha,89.69970019258163,calculated
12861,CZ,Czeckia,Other cereals,2017,A,harvested area,Mha,0.10892,unprocessed
12862,CZ,Czeckia,Other cereals,2017,H,harvested quantity,Gg N,9.3918762666417,unprocessed
12863,CZ,Czeckia,Other cereals,2017,Y,yield,kg N / ha,86.22728852957859,calculated
12864,CZ,Czeckia,Other cereals,2018,A,harvested area,Mha,0.11251,unprocessed
12865,CZ,Czeckia,Other cereals,2018,H,harvested quantity,Gg N,9.8716965333064,unprocessed
12866,CZ,Czeckia,Other cereals,2018,Y,yield,kg N / ha,87.74061446366012,calculated
12867,CZ,Czeckia,Other cereals,2019,A,harvested area,Mha,0.11868,unprocessed
12868,CZ,Czeckia,Other cereals,2019,H,harvested quantity,Gg N,10.333991466644898,unprocessed
12869,CZ,Czeckia,Other cereals,2019,Y,yield,kg N / ha,87.07441411059065,calculated
12870,CZ,Czeckia,Other permanent crops,1990,A,harvested area,Mha,0.0392999999999999,filled (c)
12871,CZ,Czeckia,Other permanent crops,1990,H,harvested quantity,Gg N,0.31072,filled (c)
12872,CZ,Czeckia,Other permanent crops,1990,Y,yield,kg N / ha,7.906361323155237,calculated
12873,CZ,Czeckia,Other permanent crops,1991,A,harvested area,Mha,0.0392999999999999,filled (c)
12874,CZ,Czeckia,Other permanent crops,1991,H,harvested quantity,Gg N,0.31072,filled (c)
12875,CZ,Czeckia,Other permanent crops,1991,Y,yield,kg N / ha,7.906361323155237,calculated
12876,CZ,Czeckia,Other permanent crops,1992,A,harvested area,Mha,0.0392999999999999,filled (c)
12877,CZ,Czeckia,Other permanent crops,1992,H,harvested quantity,Gg N,0.31072,filled (c)
12878,CZ,Czeckia,Other permanent crops,1992,Y,yield,kg N / ha,7.906361323155237,calculated
12879,CZ,Czeckia,Other permanent crops,1993,A,harvested area,Mha,0.0392999999999999,filled (c)
12880,CZ,Czeckia,Other permanent crops,1993,H,harvested quantity,Gg N,0.31072,filled (c)
12881,CZ,Czeckia,Other permanent crops,1993,Y,yield,kg N / ha,7.906361323155237,calculated
12882,CZ,Czeckia,Other permanent crops,1994,A,harvested area,Mha,0.0392999999999999,filled (c)
12883,CZ,Czeckia,Other permanent crops,1994,H,harvested quantity,Gg N,0.31072,filled (c)
12884,CZ,Czeckia,Other permanent crops,1994,Y,yield,kg N / ha,7.906361323155237,calculated
12885,CZ,Czeckia,Other permanent crops,1995,A,harvested area,Mha,0.0392999999999999,filled (c)
12886,CZ,Czeckia,Other permanent crops,1995,H,harvested quantity,Gg N,0.31072,filled (c)
12887,CZ,Czeckia,Other permanent crops,1995,Y,yield,kg N / ha,7.906361323155237,calculated
12888,CZ,Czeckia,Other permanent crops,1996,A,harvested area,Mha,0.0392999999999999,filled (c)
12889,CZ,Czeckia,Other permanent crops,1996,H,harvested quantity,Gg N,0.31072,unprocessed
12890,CZ,Czeckia,Other permanent crops,1996,Y,yield,kg N / ha,7.906361323155237,calculated
12891,CZ,Czeckia,Other permanent crops,1997,A,harvested area,Mha,0.0392999999999999,filled (c)
12892,CZ,Czeckia,Other permanent crops,1997,H,harvested quantity,Gg N,0.30168,filled (c)
12893,CZ,Czeckia,Other permanent crops,1997,Y,yield,kg N / ha,7.676335877862615,calculated
12894,CZ,Czeckia,Other permanent crops,1998,A,harvested area,Mha,0.0392999999999999,filled (c)
12895,CZ,Czeckia,Other permanent crops,1998,H,harvested quantity,Gg N,0.29264,filled (c)
12896,CZ,Czeckia,Other permanent crops,1998,Y,yield,kg N / ha,7.4463104325699945,calculated
12897,CZ,Czeckia,Other permanent crops,1999,A,harvested area,Mha,0.0392999999999999,filled (c)
12898,CZ,Czeckia,Other permanent crops,1999,H,harvested quantity,Gg N,0.2836,unprocessed
12899,CZ,Czeckia,Other permanent crops,1999,Y,yield,kg N / ha,7.216284987277373,calculated
12900,CZ,Czeckia,Other permanent crops,2000,A,harvested area,Mha,0.0392999999999999,unprocessed
12901,CZ,Czeckia,Other permanent crops,2000,H,harvested quantity,Gg N,0.365168,unprocessed
12902,CZ,Czeckia,Other permanent crops,2000,Y,yield,kg N / ha,9.291806615776105,calculated
12903,CZ,Czeckia,Other permanent crops,2001,A,harvested area,Mha,0.0348,unprocessed
12904,CZ,Czeckia,Other permanent crops,2001,H,harvested quantity,Gg N,0.254192,unprocessed
12905,CZ,Czeckia,Other permanent crops,2001,Y,yield,kg N / ha,7.304367816091954,calculated
12906,CZ,Czeckia,Other permanent crops,2002,A,harvested area,Mha,0.01824,unprocessed
12907,CZ,Czeckia,Other permanent crops,2002,H,harvested quantity,Gg N,0.155328,unprocessed
12908,CZ,Czeckia,Other permanent crops,2002,Y,yield,kg N / ha,8.51578947368421,calculated
12909,CZ,Czeckia,Other permanent crops,2003,A,harvested area,Mha,0.01839,unprocessed
12910,CZ,Czeckia,Other permanent crops,2003,H,harvested quantity,Gg N,0.13696,unprocessed
12911,CZ,Czeckia,Other permanent crops,2003,Y,yield,kg N / ha,7.44752582925503,calculated
12912,CZ,Czeckia,Other permanent crops,2004,A,harvested area,Mha,0.01943,unprocessed
12913,CZ,Czeckia,Other permanent crops,2004,H,harvested quantity,Gg N,0.145512,unprocessed
12914,CZ,Czeckia,Other permanent crops,2004,Y,yield,kg N / ha,7.489037570766856,calculated
12915,CZ,Czeckia,Other permanent crops,2005,A,harvested area,Mha,0.01917,unprocessed
12916,CZ,Czeckia,Other permanent crops,2005,H,harvested quantity,Gg N,0.128584,unprocessed
12917,CZ,Czeckia,Other permanent crops,2005,Y,yield,kg N / ha,6.7075639019301,calculated
12918,CZ,Czeckia,Other permanent crops,2006,A,harvested area,Mha,0.01883,unprocessed
12919,CZ,Czeckia,Other permanent crops,2006,H,harvested quantity,Gg N,0.132144,unprocessed
12920,CZ,Czeckia,Other permanent crops,2006,Y,yield,kg N / ha,7.017737652681891,calculated
12921,CZ,Czeckia,Other permanent crops,2007,A,harvested area,Mha,0.01813,unprocessed
12922,CZ,Czeckia,Other permanent crops,2007,H,harvested quantity,Gg N,0.119288,unprocessed
12923,CZ,Czeckia,Other permanent crops,2007,Y,yield,kg N / ha,6.579591836734694,calculated
12924,CZ,Czeckia,Other permanent crops,2008,A,harvested area,Mha,0.01795,unprocessed
12925,CZ,Czeckia,Other permanent crops,2008,H,harvested quantity,Gg N,0.146072,unprocessed
12926,CZ,Czeckia,Other permanent crops,2008,Y,yield,kg N / ha,8.137715877437326,calculated
12927,CZ,Czeckia,Other permanent crops,2009,A,harvested area,Mha,0.01788,unprocessed
12928,CZ,Czeckia,Other permanent crops,2009,H,harvested quantity,Gg N,0.141352,unprocessed
12929,CZ,Czeckia,Other permanent crops,2009,Y,yield,kg N / ha,7.905592841163311,calculated
12930,CZ,Czeckia,Other permanent crops,2010,A,harvested area,Mha,0.01774,unprocessed
12931,CZ,Czeckia,Other permanent crops,2010,H,harvested quantity,Gg N,0.09624,unprocessed
12932,CZ,Czeckia,Other permanent crops,2010,Y,yield,kg N / ha,5.4250281848928985,calculated
12933,CZ,Czeckia,Other permanent crops,2011,A,harvested area,Mha,0.0181,unprocessed
12934,CZ,Czeckia,Other permanent crops,2011,H,harvested quantity,Gg N,0.089712,unprocessed
12935,CZ,Czeckia,Other permanent crops,2011,Y,yield,kg N / ha,4.95646408839779,calculated
12936,CZ,Czeckia,Other permanent crops,2012,A,harvested area,Mha,0.01834,unprocessed
12937,CZ,Czeckia,Other permanent crops,2012,H,harvested quantity,Gg N,0.110784,unprocessed
12938,CZ,Czeckia,Other permanent crops,2012,Y,yield,kg N / ha,6.040567066521265,calculated
12939,CZ,Czeckia,Other permanent crops,2013,A,harvested area,Mha,0.01751,unprocessed
12940,CZ,Czeckia,Other permanent crops,2013,H,harvested quantity,Gg N,0.121592,unprocessed
12941,CZ,Czeckia,Other permanent crops,2013,Y,yield,kg N / ha,6.944146202170188,calculated
12942,CZ,Czeckia,Other permanent crops,2014,A,harvested area,Mha,0.01726,unprocessed
12943,CZ,Czeckia,Other permanent crops,2014,H,harvested quantity,Gg N,0.1208,unprocessed
12944,CZ,Czeckia,Other permanent crops,2014,Y,yield,kg N / ha,6.998841251448436,calculated
12945,CZ,Czeckia,Other permanent crops,2015,A,harvested area,Mha,0.01603,unprocessed
12946,CZ,Czeckia,Other permanent crops,2015,H,harvested quantity,Gg N,0.150856,unprocessed
12947,CZ,Czeckia,Other permanent crops,2015,Y,yield,kg N / ha,9.41085464753587,calculated
12948,CZ,Czeckia,Other permanent crops,2016,A,harvested area,Mha,0.01492,unprocessed
12949,CZ,Czeckia,Other permanent crops,2016,H,harvested quantity,Gg N,0.119752,unprocessed
12950,CZ,Czeckia,Other permanent crops,2016,Y,yield,kg N / ha,8.02627345844504,calculated
12951,CZ,Czeckia,Other permanent crops,2017,A,harvested area,Mha,0.01445,unprocessed
12952,CZ,Czeckia,Other permanent crops,2017,H,harvested quantity,Gg N,0.09816,unprocessed
12953,CZ,Czeckia,Other permanent crops,2017,Y,yield,kg N / ha,6.793079584775087,calculated
12954,CZ,Czeckia,Other permanent crops,2018,A,harvested area,Mha,0.01447,unprocessed
12955,CZ,Czeckia,Other permanent crops,2018,H,harvested quantity,Gg N,0.149256,unprocessed
12956,CZ,Czeckia,Other permanent crops,2018,Y,yield,kg N / ha,10.314858327574292,calculated
12957,CZ,Czeckia,Other permanent crops,2019,A,harvested area,Mha,0.01467,unprocessed
12958,CZ,Czeckia,Other permanent crops,2019,H,harvested quantity,Gg N,0.101608,unprocessed
12959,CZ,Czeckia,Other permanent crops,2019,Y,yield,kg N / ha,6.926244035446489,calculated
12960,CZ,Czeckia,Potatoes,1990,A,harvested area,Mha,0.11,unprocessed
12961,CZ,Czeckia,Potatoes,1990,H,harvested quantity,Gg N,4.493056,unprocessed
12962,CZ,Czeckia,Potatoes,1990,Y,yield,kg N / ha,40.845963636363635,calculated
12963,CZ,Czeckia,Potatoes,1991,A,harvested area,Mha,0.114,unprocessed
12964,CZ,Czeckia,Potatoes,1991,H,harvested quantity,Gg N,5.230592000000001,unprocessed
12965,CZ,Czeckia,Potatoes,1991,Y,yield,kg N / ha,45.88238596491228,calculated
12966,CZ,Czeckia,Potatoes,1992,A,harvested area,Mha,0.111,unprocessed
12967,CZ,Czeckia,Potatoes,1992,H,harvested quantity,Gg N,5.041152,unprocessed
12968,CZ,Czeckia,Potatoes,1992,Y,yield,kg N / ha,45.41578378378379,calculated
12969,CZ,Czeckia,Potatoes,1993,A,harvested area,Mha,0.105,unprocessed
12970,CZ,Czeckia,Potatoes,1993,H,harvested quantity,Gg N,6.133248000000001,unprocessed
12971,CZ,Czeckia,Potatoes,1993,Y,yield,kg N / ha,58.411885714285724,calculated
12972,CZ,Czeckia,Potatoes,1994,A,harvested area,Mha,0.077,unprocessed
12973,CZ,Czeckia,Potatoes,1994,H,harvested quantity,Gg N,3.151616,unprocessed
12974,CZ,Czeckia,Potatoes,1994,Y,yield,kg N / ha,40.93007792207793,calculated
12975,CZ,Czeckia,Potatoes,1995,A,harvested area,Mha,0.078,unprocessed
12976,CZ,Czeckia,Potatoes,1995,H,harvested quantity,Gg N,3.405056,unprocessed
12977,CZ,Czeckia,Potatoes,1995,Y,yield,kg N / ha,43.6545641025641,calculated
12978,CZ,Czeckia,Potatoes,1996,A,harvested area,Mha,0.087,unprocessed
12979,CZ,Czeckia,Potatoes,1996,H,harvested quantity,Gg N,4.608512,unprocessed
12980,CZ,Czeckia,Potatoes,1996,Y,yield,kg N / ha,52.97140229885058,calculated
12981,CZ,Czeckia,Potatoes,1997,A,harvested area,Mha,0.0726,unprocessed
12982,CZ,Czeckia,Potatoes,1997,H,harvested quantity,Gg N,3.5883520000000004,unprocessed
12983,CZ,Czeckia,Potatoes,1997,Y,yield,kg N / ha,49.42633608815428,calculated
12984,CZ,Czeckia,Potatoes,1998,A,harvested area,Mha,0.0719,unprocessed
12985,CZ,Czeckia,Potatoes,1998,H,harvested quantity,Gg N,3.890688,unprocessed
12986,CZ,Czeckia,Potatoes,1998,Y,yield,kg N / ha,54.11248956884561,calculated
12987,CZ,Czeckia,Potatoes,1999,A,harvested area,Mha,0.0715,unprocessed
12988,CZ,Czeckia,Potatoes,1999,H,harvested quantity,Gg N,3.601408,unprocessed
12989,CZ,Czeckia,Potatoes,1999,Y,yield,kg N / ha,50.36934265734266,calculated
12990,CZ,Czeckia,Potatoes,2000,A,harvested area,Mha,0.0692,unprocessed
12991,CZ,Czeckia,Potatoes,2000,H,harvested quantity,Gg N,3.77856,unprocessed
12992,CZ,Czeckia,Potatoes,2000,Y,yield,kg N / ha,54.60346820809249,calculated
12993,CZ,Czeckia,Potatoes,2001,A,harvested area,Mha,0.0541,unprocessed
12994,CZ,Czeckia,Potatoes,2001,H,harvested quantity,Gg N,2.89408,unprocessed
12995,CZ,Czeckia,Potatoes,2001,Y,yield,kg N / ha,53.49500924214418,calculated
12996,CZ,Czeckia,Potatoes,2002,A,harvested area,Mha,0.0382999999999999,unprocessed
12997,CZ,Czeckia,Potatoes,2002,H,harvested quantity,Gg N,2.306048,unprocessed
12998,CZ,Czeckia,Potatoes,2002,Y,yield,kg N / ha,60.210130548303034,calculated
12999,CZ,Czeckia,Potatoes,2003,A,harvested area,Mha,0.036,unprocessed
13000,CZ,Czeckia,Potatoes,2003,H,harvested quantity,Gg N,1.7472,unprocessed
13001,CZ,Czeckia,Potatoes,2003,Y,yield,kg N / ha,48.53333333333334,calculated
13002,CZ,Czeckia,Potatoes,2004,A,harvested area,Mha,0.036,unprocessed
13003,CZ,Czeckia,Potatoes,2004,H,harvested quantity,Gg N,2.206208,unprocessed
13004,CZ,Czeckia,Potatoes,2004,Y,yield,kg N / ha,61.283555555555566,calculated
13005,CZ,Czeckia,Potatoes,2005,A,harvested area,Mha,0.0361,unprocessed
13006,CZ,Czeckia,Potatoes,2005,H,harvested quantity,Gg N,2.59328,unprocessed
13007,CZ,Czeckia,Potatoes,2005,Y,yield,kg N / ha,71.83601108033241,calculated
13008,CZ,Czeckia,Potatoes,2006,A,harvested area,Mha,0.03,unprocessed
13009,CZ,Czeckia,Potatoes,2006,H,harvested quantity,Gg N,1.7720320000000005,unprocessed
13010,CZ,Czeckia,Potatoes,2006,Y,yield,kg N / ha,59.06773333333335,calculated
13011,CZ,Czeckia,Potatoes,2007,A,harvested area,Mha,0.0319,unprocessed
13012,CZ,Czeckia,Potatoes,2007,H,harvested quantity,Gg N,2.10048,unprocessed
13013,CZ,Czeckia,Potatoes,2007,Y,yield,kg N / ha,65.84576802507839,calculated
13014,CZ,Czeckia,Potatoes,2008,A,harvested area,Mha,0.0298,unprocessed
13015,CZ,Czeckia,Potatoes,2008,H,harvested quantity,Gg N,1.970176,unprocessed
13016,CZ,Czeckia,Potatoes,2008,Y,yield,kg N / ha,66.11328859060403,calculated
13017,CZ,Czeckia,Potatoes,2009,A,harvested area,Mha,0.0287,unprocessed
